#Refer to ReadMe/ReadMe_Get_ENCODE_MetaData_files.txt for details of this metadata file
File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biosample Age	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF001SRJ	bed narrowPeak	peaks	ENCSR000EOE	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	unknown	female	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE					1, 2							ENCFF001BJC, ENCFF001DIY, ENCFF001DJB	1411112	John Stamatoyannopoulos, UW	f03829e4c5e48f3474653eca2bbac5b2	https://www.encodeproject.org/files/ENCFF001SRJ/@@download/ENCFF001SRJ.bed.gz	hg19			released	inconsistent platforms			
ENCFF001WAG	bed narrowPeak	peaks	ENCSR000EOE	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	unknown	female	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE					1, 2							ENCFF001BJC	2161377	John Stamatoyannopoulos, UW	c7ec2ba93e748fc359201d53d9cd629f	https://www.encodeproject.org/files/ENCFF001WAG/@@download/ENCFF001WAG.bed.gz	hg19			released	inconsistent platforms			
ENCFF001WLE	bed narrowPeak	peaks	ENCSR000EOE	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	unknown	female	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE					2							ENCFF001DIY	1563980	John Stamatoyannopoulos, UW	56c30832c955a5db200853678da21652	https://www.encodeproject.org/files/ENCFF001WLE/@@download/ENCFF001WLE.bed.gz	hg19			released	inconsistent platforms			
ENCFF001WLD	bed narrowPeak	peaks	ENCSR000EOE	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	unknown	female	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE					1							ENCFF001DJB	1712162	John Stamatoyannopoulos, UW	5cf606a85a00ce7b0ff716b64204c569	https://www.encodeproject.org/files/ENCFF001WLD/@@download/ENCFF001WLD.bed.gz	hg19			released	inconsistent platforms			
ENCFF001UWU	bed narrowPeak	peaks	ENCSR000EKT	DNase-seq	EFO:0005726	LNCaP clone FGC	immortalized cell line	adult	male	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE													2514640	Gregory Crawford, Duke	477a30d0ec89f2be447c9f33411ce51c	https://www.encodeproject.org/files/ENCFF001UWU/@@download/ENCFF001UWU.bed.gz	hg19			archived	mixed read lengths	biological replicates with identical biosample		extremely low read depth
ENCFF755VSX	bed narrowPeak	peaks	ENCSR000EKT	DNase-seq	EFO:0005726	LNCaP clone FGC	immortalized cell line	adult	male	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					1							ENCFF163ZHO, ENCFF703UHC	731831	ENCODE Processing Pipeline	d99e0dd11b441366b58d685682d4766f	https://www.encodeproject.org/files/ENCFF755VSX/@@download/ENCFF755VSX.bed.gz	hg19			released	mixed read lengths	biological replicates with identical biosample		extremely low read depth
ENCFF727AYA	bed narrowPeak	peaks	ENCSR000EKT	DNase-seq	EFO:0005726	LNCaP clone FGC	immortalized cell line	adult	male	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					2							ENCFF163ZHO, ENCFF689RZR	405637	ENCODE Processing Pipeline	0e87a5fea634bdc7d6ea6d6fce7add30	https://www.encodeproject.org/files/ENCFF727AYA/@@download/ENCFF727AYA.bed.gz	hg19			released	mixed read lengths	biological replicates with identical biosample		extremely low read depth
ENCFF035STV	bed narrowPeak	peaks	ENCSR000EKT	DNase-seq	EFO:0005726	LNCaP clone FGC	immortalized cell line	adult	male	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					3							ENCFF163ZHO, ENCFF307LAI	7206	ENCODE Processing Pipeline	036fdd55e9409f09b18f35d3917b4e23	https://www.encodeproject.org/files/ENCFF035STV/@@download/ENCFF035STV.bed.gz	hg19			released	mixed read lengths	biological replicates with identical biosample		extremely low read depth
ENCFF263VVH	bed narrowPeak	peaks	ENCSR000EKT	DNase-seq	EFO:0005726	LNCaP clone FGC	immortalized cell line	adult	male	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					1							ENCFF718AHY, ENCFF992CZQ	712007	ENCODE Processing Pipeline	30549bc6ad9b4e65b96f8520a200784d	https://www.encodeproject.org/files/ENCFF263VVH/@@download/ENCFF263VVH.bed.gz	GRCh38			released	mixed read lengths	biological replicates with identical biosample		extremely low read depth
ENCFF141JVO	bed narrowPeak	peaks	ENCSR000EKT	DNase-seq	EFO:0005726	LNCaP clone FGC	immortalized cell line	adult	male	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					2							ENCFF418PTM, ENCFF992CZQ	399664	ENCODE Processing Pipeline	4284495e30a4061702c0bbdea65b85e3	https://www.encodeproject.org/files/ENCFF141JVO/@@download/ENCFF141JVO.bed.gz	GRCh38			released	mixed read lengths	biological replicates with identical biosample		extremely low read depth
ENCFF582ZQT	bed narrowPeak	peaks	ENCSR000EKT	DNase-seq	EFO:0005726	LNCaP clone FGC	immortalized cell line	adult	male	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					3							ENCFF807PTC, ENCFF992CZQ	7143	ENCODE Processing Pipeline	21511a7925ae9de3baeb77441602ead6	https://www.encodeproject.org/files/ENCFF582ZQT/@@download/ENCFF582ZQT.bed.gz	GRCh38			released	mixed read lengths	biological replicates with identical biosample		extremely low read depth
ENCFF959PWT	bed narrowPeak	peaks	ENCSR826CTO	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2016-07-14	ENCODE					1		36					ENCFF255HEU	2615260	John Stamatoyannopoulos, UW	f94df85c0ef754aa4b19bbeadaf299e2	https://www.encodeproject.org/files/ENCFF959PWT/@@download/ENCFF959PWT.bed.gz	hg19			archived		experiment not submitted to GEO	unreplicated experiment	
ENCFF293KVS	bed narrowPeak	peaks	ENCSR826CTO	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2016-07-14	ENCODE					1							ENCFF163ZHO, ENCFF895MRD	1246286	ENCODE Processing Pipeline	d628f89949e5949b1b09f53a3fdd509d	https://www.encodeproject.org/files/ENCFF293KVS/@@download/ENCFF293KVS.bed.gz	hg19			released		experiment not submitted to GEO	unreplicated experiment	
ENCFF505CMG	bed narrowPeak	peaks	ENCSR826CTO	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2016-07-14	ENCODE					1							ENCFF378MOH, ENCFF992CZQ	1253044	ENCODE Processing Pipeline	842cfc29897a01571c25be2ee233ecdd	https://www.encodeproject.org/files/ENCFF505CMG/@@download/ENCFF505CMG.bed.gz	GRCh38			released		experiment not submitted to GEO	unreplicated experiment	
ENCFF508UQC	bed narrowPeak	peaks	ENCSR356QCD	DNase-seq	UBERON:0001499	muscle of arm	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF839KKK	497123	ENCODE Processing Pipeline	5a5e1e3e74a9af0e69061c8eb1986fde	https://www.encodeproject.org/files/ENCFF508UQC/@@download/ENCFF508UQC.bed.gz	hg19			released				
ENCFF464PRA	bed narrowPeak	peaks	ENCSR356QCD	DNase-seq	UBERON:0001499	muscle of arm	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF824GYO, ENCFF992CZQ	498870	ENCODE Processing Pipeline	4c89e878d921262918225a1986d79aa6	https://www.encodeproject.org/files/ENCFF464PRA/@@download/ENCFF464PRA.bed.gz	GRCh38			released				
ENCFF198WIN	bed narrowPeak	peaks	ENCSR887BNC	DNase-seq	UBERON:0018118	right renal cortex interstitium	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF886LAG, ENCFF992CZQ	692625	ENCODE Processing Pipeline	2dec36f4739bd0e4569f8f0d073e99d0	https://www.encodeproject.org/files/ENCFF198WIN/@@download/ENCFF198WIN.bed.gz	GRCh38			released				
ENCFF952DIQ	bed narrowPeak	peaks	ENCSR887BNC	DNase-seq	UBERON:0018118	right renal cortex interstitium	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF967ZNC	688033	ENCODE Processing Pipeline	b4cf34ac4c141c00c7500ff830830833	https://www.encodeproject.org/files/ENCFF952DIQ/@@download/ENCFF952DIQ.bed.gz	hg19			released				
ENCFF401NSY	bed narrowPeak	peaks	ENCSR639ZJI	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF083VJX, ENCFF163ZHO	755648	ENCODE Processing Pipeline	5dc8c43b1a0ef6ee92b1170a91522bec	https://www.encodeproject.org/files/ENCFF401NSY/@@download/ENCFF401NSY.bed.gz	hg19			released				
ENCFF701RGI	bed narrowPeak	peaks	ENCSR639ZJI	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF904MRP, ENCFF992CZQ	758980	ENCODE Processing Pipeline	1318cb98c4ede41a442e0d79aee99af2	https://www.encodeproject.org/files/ENCFF701RGI/@@download/ENCFF701RGI.bed.gz	GRCh38			released				
ENCFF867HJE	bed narrowPeak	peaks	ENCSR179CDH	DNase-seq	CL:0000351	trophoblast cell	primary cell	embryonic	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF894DTP, ENCFF992CZQ	2035053	ENCODE Processing Pipeline	d279470272e012678ed4bdd0c4ed161f	https://www.encodeproject.org/files/ENCFF867HJE/@@download/ENCFF867HJE.bed.gz	GRCh38			released				
ENCFF170GMQ	bed narrowPeak	peaks	ENCSR179CDH	DNase-seq	CL:0000351	trophoblast cell	primary cell	embryonic	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF983HYM	2019391	ENCODE Processing Pipeline	2a2e879b054eb6e77de405a794429954	https://www.encodeproject.org/files/ENCFF170GMQ/@@download/ENCFF170GMQ.bed.gz	hg19			released				
ENCFF433PDK	bed narrowPeak	peaks	ENCSR017TFH	DNase-seq	UBERON:0004539	right kidney	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF317DPO, ENCFF992CZQ	878793	ENCODE Processing Pipeline	6846db28196c6b67e7e7154dd7a3c73c	https://www.encodeproject.org/files/ENCFF433PDK/@@download/ENCFF433PDK.bed.gz	GRCh38			released				
ENCFF593JZH	bed narrowPeak	peaks	ENCSR017TFH	DNase-seq	UBERON:0004539	right kidney	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF798YMH	874710	ENCODE Processing Pipeline	79a06801043c3bbccfecee4c22969b6c	https://www.encodeproject.org/files/ENCFF593JZH/@@download/ENCFF593JZH.bed.gz	hg19			released				
ENCFF980YON	bed narrowPeak	peaks	ENCSR917VCP	DNase-seq	UBERON:0002370	thymus	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF846KQV, ENCFF992CZQ	588009	ENCODE Processing Pipeline	443e7117eab0fcf9e57dd92621686918	https://www.encodeproject.org/files/ENCFF980YON/@@download/ENCFF980YON.bed.gz	GRCh38			released				
ENCFF482EAC	bed narrowPeak	peaks	ENCSR917VCP	DNase-seq	UBERON:0002370	thymus	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF845DAB	583790	ENCODE Processing Pipeline	9f3aa9c076ad7e7835a77ee93fe49290	https://www.encodeproject.org/files/ENCFF482EAC/@@download/ENCFF482EAC.bed.gz	hg19			released				
ENCFF438XUQ	bed narrowPeak	peaks	ENCSR580OAH	DNase-seq	UBERON:0001224	renal pelvis	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF115XKL, ENCFF992CZQ	940496	ENCODE Processing Pipeline	7817baa0f26db69ad569d37c80db1fba	https://www.encodeproject.org/files/ENCFF438XUQ/@@download/ENCFF438XUQ.bed.gz	GRCh38			released				
ENCFF038OYK	bed narrowPeak	peaks	ENCSR580OAH	DNase-seq	UBERON:0001224	renal pelvis	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF821OYH	938000	ENCODE Processing Pipeline	6215a16c4cf8849f4d2e6e2da87e8b4c	https://www.encodeproject.org/files/ENCFF038OYK/@@download/ENCFF038OYK.bed.gz	hg19			released				
ENCFF934EAN	bed narrowPeak	peaks	ENCSR826ERZ	DNase-seq	UBERON:0001499	muscle of arm	tissue	fetal	unknown	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF569SWV, ENCFF992CZQ	726889	ENCODE Processing Pipeline	79e6b355b4ea341155ccde840295f786	https://www.encodeproject.org/files/ENCFF934EAN/@@download/ENCFF934EAN.bed.gz	GRCh38			released				
ENCFF110SZL	bed narrowPeak	peaks	ENCSR826ERZ	DNase-seq	UBERON:0001499	muscle of arm	tissue	fetal	unknown	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF351NZU	724190	ENCODE Processing Pipeline	2ec6857a86e55bc4f443cbbb5b995e8b	https://www.encodeproject.org/files/ENCFF110SZL/@@download/ENCFF110SZL.bed.gz	hg19			released				
ENCFF857PAY	bed narrowPeak	peaks	ENCSR059LXL	DNase-seq	UBERON:0001383	muscle of leg	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF741XYH, ENCFF992CZQ	759788	ENCODE Processing Pipeline	1a9e070c2728d9b2ec2da0967d3047a7	https://www.encodeproject.org/files/ENCFF857PAY/@@download/ENCFF857PAY.bed.gz	GRCh38			released				
ENCFF213XLZ	bed narrowPeak	peaks	ENCSR059LXL	DNase-seq	UBERON:0001383	muscle of leg	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF235VZN	754897	ENCODE Processing Pipeline	08525cd3962e9bd944313ef2f62f997e	https://www.encodeproject.org/files/ENCFF213XLZ/@@download/ENCFF213XLZ.bed.gz	hg19			released				
ENCFF149PUR	bed narrowPeak	peaks	ENCSR383SNM	DNase-seq	EFO:0007096	iPS DF 19.11	induced pluripotent stem cell line	newborn	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF217TTW	2782606	ENCODE Processing Pipeline	01183e72fccda81f88bc69324ce95999	https://www.encodeproject.org/files/ENCFF149PUR/@@download/ENCFF149PUR.bed.gz	hg19			released				
ENCFF585AJG	bed narrowPeak	peaks	ENCSR383SNM	DNase-seq	EFO:0007096	iPS DF 19.11	induced pluripotent stem cell line	newborn	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF109INK, ENCFF992CZQ	2799397	ENCODE Processing Pipeline	0635198d385073d0138ea45c38a88e93	https://www.encodeproject.org/files/ENCFF585AJG/@@download/ENCFF585AJG.bed.gz	GRCh38			released				
ENCFF342IEP	bed narrowPeak	peaks	ENCSR141NSQ	DNase-seq	UBERON:0002324	muscle of back	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF640UKU, ENCFF992CZQ	1837148	ENCODE Processing Pipeline	692463323409104c11cf1244f8cc4b22	https://www.encodeproject.org/files/ENCFF342IEP/@@download/ENCFF342IEP.bed.gz	GRCh38			released				
ENCFF878HUC	bed narrowPeak	peaks	ENCSR141NSQ	DNase-seq	UBERON:0002324	muscle of back	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF489VGM	1828475	ENCODE Processing Pipeline	51b34ae10f846c191d3356c6fa1c6dbf	https://www.encodeproject.org/files/ENCFF878HUC/@@download/ENCFF878HUC.bed.gz	hg19			released				
ENCFF682ALU	bed narrowPeak	peaks	ENCSR217YRJ	DNase-seq	UBERON:0001774	muscle of trunk	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF784TXF	1004284	ENCODE Processing Pipeline	d8f655980fdc4cdfb1289e192107feee	https://www.encodeproject.org/files/ENCFF682ALU/@@download/ENCFF682ALU.bed.gz	hg19			released				
ENCFF979SJD	bed narrowPeak	peaks	ENCSR217YRJ	DNase-seq	UBERON:0001774	muscle of trunk	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF442EXF, ENCFF992CZQ	1009179	ENCODE Processing Pipeline	77dcfdb23bc05c3af5ce3bfa7dc4ce0a	https://www.encodeproject.org/files/ENCFF979SJD/@@download/ENCFF979SJD.bed.gz	GRCh38			released				
ENCFF665BXP	bed narrowPeak	peaks	ENCSR148MFM	DNase-seq	UBERON:0002240	spinal cord	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF661CBD, ENCFF992CZQ	689557	ENCODE Processing Pipeline	7e1dd4256cd9a495eafbf20d43e36d23	https://www.encodeproject.org/files/ENCFF665BXP/@@download/ENCFF665BXP.bed.gz	GRCh38			released				
ENCFF196ENU	bed narrowPeak	peaks	ENCSR148MFM	DNase-seq	UBERON:0002240	spinal cord	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF210XYO	688031	ENCODE Processing Pipeline	e1a062f08c9c2c62ad661f6a33bd1e4c	https://www.encodeproject.org/files/ENCFF196ENU/@@download/ENCFF196ENU.bed.gz	hg19			released				
ENCFF265KNN	bed narrowPeak	peaks	ENCSR062DXC	DNase-seq	UBERON:0001499	muscle of arm	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF787GDC, ENCFF992CZQ	514232	ENCODE Processing Pipeline	93689594bc14c1c66d65e29641c8cd9d	https://www.encodeproject.org/files/ENCFF265KNN/@@download/ENCFF265KNN.bed.gz	GRCh38			released				
ENCFF134EOH	bed narrowPeak	peaks	ENCSR062DXC	DNase-seq	UBERON:0001499	muscle of arm	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF116UWL, ENCFF163ZHO	511150	ENCODE Processing Pipeline	2762e766d0133e3b9e05fc36192da9e1	https://www.encodeproject.org/files/ENCFF134EOH/@@download/ENCFF134EOH.bed.gz	hg19			released				
ENCFF247IVB	bed narrowPeak	peaks	ENCSR674JIL	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	adult	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF048LIF, ENCFF163ZHO	674301	ENCODE Processing Pipeline	aca4d34e2cec154bddd415f2623581d1	https://www.encodeproject.org/files/ENCFF247IVB/@@download/ENCFF247IVB.bed.gz	hg19			released				
ENCFF007TSW	bed narrowPeak	peaks	ENCSR674JIL	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	adult	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF275UCH, ENCFF992CZQ	678002	ENCODE Processing Pipeline	615788eeebb927aad6172c5a533d44ab	https://www.encodeproject.org/files/ENCFF007TSW/@@download/ENCFF007TSW.bed.gz	GRCh38			released				
ENCFF600EJV	bed narrowPeak	peaks	ENCSR320TUJ	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF936LPB	1089836	ENCODE Processing Pipeline	ef97c573e0169a6db6fd31bf81e98b40	https://www.encodeproject.org/files/ENCFF600EJV/@@download/ENCFF600EJV.bed.gz	hg19			released				
ENCFF521ZLX	bed narrowPeak	peaks	ENCSR320TUJ	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF743VNJ, ENCFF992CZQ	1095229	ENCODE Processing Pipeline	8c6d63bdb2d416baf72d5d314ee15966	https://www.encodeproject.org/files/ENCFF521ZLX/@@download/ENCFF521ZLX.bed.gz	GRCh38			released				
ENCFF613IXQ	bed narrowPeak	peaks	ENCSR208DMX	DNase-seq	UBERON:0000945	stomach	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF438DWI	3846500	ENCODE Processing Pipeline	d8c76ad408e85af07c5db650a360f98a	https://www.encodeproject.org/files/ENCFF613IXQ/@@download/ENCFF613IXQ.bed.gz	hg19			released				
ENCFF858JQG	bed narrowPeak	peaks	ENCSR208DMX	DNase-seq	UBERON:0000945	stomach	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF429ITD, ENCFF992CZQ	3864417	ENCODE Processing Pipeline	a426465170ac3d74b3c83e61831ffb4b	https://www.encodeproject.org/files/ENCFF858JQG/@@download/ENCFF858JQG.bed.gz	GRCh38			released				
ENCFF596AFS	bed narrowPeak	peaks	ENCSR457ILW	DNase-seq	UBERON:0002108	small intestine	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF591LLH, ENCFF992CZQ	678442	ENCODE Processing Pipeline	ddb994c5059174504d1fa3b68b7b1d68	https://www.encodeproject.org/files/ENCFF596AFS/@@download/ENCFF596AFS.bed.gz	GRCh38			released				
ENCFF114CIS	bed narrowPeak	peaks	ENCSR457ILW	DNase-seq	UBERON:0002108	small intestine	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF047YXH, ENCFF163ZHO	678683	ENCODE Processing Pipeline	8a983150f9d05280c3f727c3a7da1022	https://www.encodeproject.org/files/ENCFF114CIS/@@download/ENCFF114CIS.bed.gz	hg19			released				
ENCFF566XHO	bed narrowPeak	peaks	ENCSR856QJX	DNase-seq	UBERON:0002369	adrenal gland	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF349VMH	684482	ENCODE Processing Pipeline	396e22c634e9b141f5c90e07fec83352	https://www.encodeproject.org/files/ENCFF566XHO/@@download/ENCFF566XHO.bed.gz	hg19			released				
ENCFF532RQO	bed narrowPeak	peaks	ENCSR856QJX	DNase-seq	UBERON:0002369	adrenal gland	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF353QDI, ENCFF992CZQ	687237	ENCODE Processing Pipeline	770a4b62b905865c76d8cf53b72e3142	https://www.encodeproject.org/files/ENCFF532RQO/@@download/ENCFF532RQO.bed.gz	GRCh38			released				
ENCFF317VBE	bed narrowPeak	peaks	ENCSR874CAK	DNase-seq	UBERON:0000059	large intestine	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF619ZDU, ENCFF992CZQ	1126194	ENCODE Processing Pipeline	1be549de792207ff84fd92ab132db6c7	https://www.encodeproject.org/files/ENCFF317VBE/@@download/ENCFF317VBE.bed.gz	GRCh38			released				
ENCFF852TKL	bed narrowPeak	peaks	ENCSR874CAK	DNase-seq	UBERON:0000059	large intestine	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF724FCW	1122307	ENCODE Processing Pipeline	104eeb03fdeb67408a30d076648db0d4	https://www.encodeproject.org/files/ENCFF852TKL/@@download/ENCFF852TKL.bed.gz	hg19			released				
ENCFF010UMG	bed narrowPeak	peaks	ENCSR729DRB	DNase-seq	UBERON:0000473	testis	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF907VHP	1061109	ENCODE Processing Pipeline	b2b8731430c591b41c66e40a3f2db470	https://www.encodeproject.org/files/ENCFF010UMG/@@download/ENCFF010UMG.bed.gz	hg19			released				
ENCFF180AQM	bed narrowPeak	peaks	ENCSR729DRB	DNase-seq	UBERON:0000473	testis	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF089BVK, ENCFF992CZQ	1067289	ENCODE Processing Pipeline	ddf70286c700df5c30817037c8c1792f	https://www.encodeproject.org/files/ENCFF180AQM/@@download/ENCFF180AQM.bed.gz	GRCh38			released				
ENCFF832UZR	bed narrowPeak	peaks	ENCSR540PVZ	DNase-seq	UBERON:0018116	right renal pelvis	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF589YQR, ENCFF992CZQ	724709	ENCODE Processing Pipeline	9b20163e414bc555fc20ecf199830431	https://www.encodeproject.org/files/ENCFF832UZR/@@download/ENCFF832UZR.bed.gz	GRCh38			released				
ENCFF799OWA	bed narrowPeak	peaks	ENCSR540PVZ	DNase-seq	UBERON:0018116	right renal pelvis	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF426THL	721816	ENCODE Processing Pipeline	778932bea441835afe5a0133315db22a	https://www.encodeproject.org/files/ENCFF799OWA/@@download/ENCFF799OWA.bed.gz	hg19			released				
ENCFF602DIZ	bed narrowPeak	peaks	ENCSR039ZVQ	DNase-seq	UBERON:0018117	left renal cortex interstitium	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF228PWX, ENCFF992CZQ	562639	ENCODE Processing Pipeline	eef9c785e4c0da6ea9a5463ef7147307	https://www.encodeproject.org/files/ENCFF602DIZ/@@download/ENCFF602DIZ.bed.gz	GRCh38			released				
ENCFF986ZJA	bed narrowPeak	peaks	ENCSR039ZVQ	DNase-seq	UBERON:0018117	left renal cortex interstitium	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF104CYR, ENCFF163ZHO	560119	ENCODE Processing Pipeline	bbfb078539b41b291eabcf83e42a290d	https://www.encodeproject.org/files/ENCFF986ZJA/@@download/ENCFF986ZJA.bed.gz	hg19			released				
ENCFF200HLO	bed narrowPeak	peaks	ENCSR522FGG	DNase-seq	UBERON:0000945	stomach	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF714ORH, ENCFF992CZQ	416323	ENCODE Processing Pipeline	6a79d2e4f72780823579604114863a3f	https://www.encodeproject.org/files/ENCFF200HLO/@@download/ENCFF200HLO.bed.gz	GRCh38			released				
ENCFF670JBM	bed narrowPeak	peaks	ENCSR522FGG	DNase-seq	UBERON:0000945	stomach	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF854WWV	413384	ENCODE Processing Pipeline	339343cd82c73e50ea933a074907dc61	https://www.encodeproject.org/files/ENCFF670JBM/@@download/ENCFF670JBM.bed.gz	hg19			released				
ENCFF488ZLH	bed narrowPeak	peaks	ENCSR119HXE	DNase-seq	UBERON:0000945	stomach	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF598SUR, ENCFF992CZQ	590732	ENCODE Processing Pipeline	ff08d276a91f9d93ba233356bb04ac28	https://www.encodeproject.org/files/ENCFF488ZLH/@@download/ENCFF488ZLH.bed.gz	GRCh38			released				
